,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
392587,4706,367,2,963527602,M,25,14,68502,"Mask, The (1994)",Comedy|Crime|Fantasy,False
630115,3685,319,5,966862530,M,25,5,55100,Shallow Grave (1994),Thriller,False
108193,1937,2858,2,974705412,M,25,11,92335,American Beauty (1999),Comedy|Drama,False
860389,151,2986,4,977294030,F,25,20,85013,Robocop 2 (1990),Action|Crime|Sci-Fi,False
853257,3280,3157,1,982260446,M,25,7,33486,Stuart Little (1999),Children's|Comedy,False
350488,3217,1573,5,968776715,F,35,0,92630,Face/Off (1997),Action|Sci-Fi|Thriller,False
206169,6000,2470,2,956884254,M,45,17,30075,Crocodile Dundee (1986),Adventure|Comedy,False
466364,1613,2096,4,974759596,M,18,20,61801,Sleeping Beauty (1959),Animation|Children's|Musical,False
49756,44,1028,5,978019666,M,45,17,98052,Mary Poppins (1964),Children's|Comedy|Musical,False
81217,4732,3107,3,963636003,M,25,14,24450,Backdraft (1991),Action|Drama,False
240051,1733,2700,4,984293105,M,18,14,43725,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy,False
887285,1851,1190,3,982640605,M,25,19,59602,Tie Me Up! Tie Me Down! (1990),Drama,False
994904,4238,3143,4,965420394,M,35,16,44691,Hell in the Pacific (1968),Drama|War,False
565856,5788,3129,4,966204098,M,25,0,92646,Sweet and Lowdown (1999),Comedy|Drama,False
686884,5428,1242,5,973041909,F,25,6,28412,Glory (1989),Action|Drama|War,False
279661,873,1649,4,975423927,M,56,6,19027,"Fast, Cheap & Out of Control (1997)",Documentary,False
375025,2414,3252,5,974247168,M,25,1,49503,Scent of a Woman (1992),Drama,False
148421,4323,1597,4,965250028,M,18,4,82072,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller,False
426457,2018,1256,5,974675638,M,35,16,46214,Duck Soup (1933),Comedy|War,False
636912,3191,293,3,968652274,M,25,12,27707,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller,False
903944,5086,2788,5,962462938,M,25,1,23462,And Now for Something Completely Different (1971),Comedy,False
51001,2264,1029,4,974585715,F,45,7,37877,Dumbo (1941),Animation|Children's|Musical,False
765423,1800,3360,5,974742339,M,18,4,70118,Hoosiers (1986),Drama,False
626628,4510,1179,3,964992861,M,45,7,92503,"Grifters, The (1990)",Crime|Drama|Film-Noir,False
370353,4085,3528,4,965454106,F,25,6,79416,"Prince of Tides, The (1991)",Drama|Romance,False
556385,5605,2706,3,959555510,F,18,2,95008,American Pie (1999),Comedy,False
228104,1812,2333,5,974701396,F,25,12,48103,Gods and Monsters (1998),Drama,False
922792,5005,2672,3,962586699,M,45,16,92807,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,False
820535,1243,1299,4,984616815,M,35,15,92627,"Killing Fields, The (1984)",Drama|War,False
941188,3457,1542,4,967230663,M,25,20,19083,Brassed Off (1996),Comedy|Drama|Romance,False
875065,4156,1459,4,966446574,M,56,20,95123,Absolute Power (1997),Mystery|Thriller,False
127058,669,590,4,975631188,M,25,17,30307,Dances with Wolves (1990),Adventure|Drama|Western,False
310462,5841,348,3,957821540,F,35,7,10024,Bullets Over Broadway (1994),Comedy,False
21552,5614,2797,4,959204254,M,25,0,12833,Big (1988),Comedy|Fantasy,False
462096,2125,2090,3,977029014,M,35,3,46033,"Rescuers, The (1977)",Animation|Children's,False
794507,1922,905,4,975162358,F,25,7,94303,It Happened One Night (1934),Comedy,False
283781,4217,1500,4,965316975,M,18,4,18042,Grosse Pointe Blank (1997),Comedy|Crime,False
128960,1231,1196,5,974919788,M,25,12,60515,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,False
309513,2566,24,3,973964460,M,35,17,94022,Powder (1995),Drama|Sci-Fi,False
430707,5657,587,5,958828925,M,50,14,92026,Ghost (1990),Comedy|Romance|Thriller,False
478670,2766,1012,4,973650733,M,45,7,55016,Old Yeller (1957),Children's|Drama,False
562028,2990,1288,4,970954178,M,35,12,45243,This Is Spinal Tap (1984),Comedy|Drama|Musical,False
550060,3272,2109,3,971255264,M,35,0,08330,"Jerk, The (1979)",Comedy,False
276546,3705,2159,4,966283823,M,45,7,30076,Henry: Portrait of a Serial Killer (1990),Crime|Horror,False
336280,4360,2017,3,965187805,F,25,9,98001,Babes in Toyland (1961),Children's|Fantasy|Musical,False
617489,4543,2391,4,966028001,M,25,2,11105,"Simple Plan, A (1998)",Crime|Thriller,False
161696,5457,457,4,959913828,M,18,12,55405,"Fugitive, The (1993)",Action|Thriller,False
170648,5738,2002,1,958417273,M,25,12,55406,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,False
974396,2453,255,1,974272890,M,25,7,55429,"Jerky Boys, The (1994)",Comedy,False
35998,4726,588,4,963989962,F,35,16,95828,Aladdin (1992),Animation|Children's|Comedy|Musical,False
659077,2547,1344,5,974039979,F,35,0,37920,Cape Fear (1962),Film-Noir|Thriller,False
254181,774,377,3,976815663,M,18,4,22903,Speed (1994),Action|Romance|Thriller,False
720659,3589,798,1,966655623,F,45,0,80010,Daylight (1996),Action|Adventure|Thriller,False
642405,4140,76,1,965353487,M,25,0,32112,Screamers (1995),Sci-Fi|Thriller,False
376959,4708,3259,2,963515699,M,25,0,60647,Far and Away (1992),Drama|Romance,False
288422,3471,1653,5,1039904668,M,18,4,80302,Gattaca (1997),Drama|Sci-Fi|Thriller,False
458204,1425,2300,4,1028728734,M,1,10,08872,"Producers, The (1968)",Comedy|Musical,False
370364,4302,3528,3,965269703,M,50,1,45385,"Prince of Tides, The (1991)",Drama|Romance,False
326482,2931,3717,2,972711584,M,18,4,16803,Gone in 60 Seconds (2000),Action|Crime,False
953340,4281,3465,3,965282246,M,56,13,92120,That's Life! (1986),Drama,False
840428,3394,945,4,967491756,M,35,7,90069,Top Hat (1935),Comedy|Musical|Romance,False
662427,1675,2807,1,974711966,F,25,6,97116,Universal Soldier: The Return (1999),Action|Sci-Fi,False
294397,272,1513,3,976694511,M,18,0,80302,Romy and Michele's High School Reunion (1997),Comedy,False
350954,5177,1573,3,961858441,M,45,14,30005,Face/Off (1997),Action|Sci-Fi|Thriller,False
760130,5653,2352,5,958860614,M,50,1,74105,"Big Chill, The (1983)",Comedy|Drama,False
923806,3320,637,1,968525382,M,25,1,56082,Sgt. Bilko (1996),Comedy,False
297645,4318,1089,5,965378187,M,25,5,02891,Reservoir Dogs (1992),Crime|Thriller,False
336026,2664,3682,4,973459982,M,35,7,52402,Magnum Force (1973),Western,False
314403,5178,1747,4,961996628,M,50,0,45420,Wag the Dog (1997),Comedy|Drama,False
371551,6000,1711,3,956884222,M,45,17,30075,Midnight in the Garden of Good and Evil (1997),Comedy|Crime|Drama|Mystery,False
378219,5397,2023,2,963416320,M,18,0,60451,"Godfather: Part III, The (1990)",Action|Crime|Drama,False
406714,4107,3751,5,965688697,F,25,0,23221,Chicken Run (2000),Animation|Children's|Comedy,False
603555,791,1608,4,975424801,M,35,7,27511,Air Force One (1997),Action|Thriller,False
557974,1854,663,2,1028506490,M,25,0,92346,Kids in the Hall: Brain Candy (1996),Comedy,False
849919,1451,3196,4,987048706,M,35,20,90012,Stalag 17 (1953),Drama|War,False
958175,1698,306,4,974707976,M,35,2,97214,Three Colors: Red (1994),Drama,False
216241,1613,1036,5,974737695,M,18,20,61801,Die Hard (1988),Action|Thriller,False
919661,5323,1050,4,960848657,M,25,20,94122,Looking for Richard (1996),Documentary|Drama,False
572308,1141,708,1,976069040,F,25,3,84770,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,False
278043,3547,3176,5,966833437,M,35,16,94108,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,False
342155,299,912,5,976660464,M,25,12,97370,Casablanca (1942),Drama|Romance|War,False
105021,2668,1690,3,973444065,F,25,4,94110,Alien: Resurrection (1997),Action|Horror|Sci-Fi,False
267518,748,2291,3,975461209,M,25,0,60098,Edward Scissorhands (1990),Drama|Romance,False
571963,5011,1665,4,962635996,M,18,4,64154,Bean (1997),Comedy,False
8450,1998,1287,5,1028393621,F,50,9,24018,Ben-Hur (1959),Action|Adventure|Drama,False
592812,5108,141,3,962338151,F,25,9,93940,"Birdcage, The (1996)",Comedy,False
972029,3999,3709,2,965962939,M,35,17,30701,Sleepwalkers (1992),Horror,False
970961,4907,1465,4,962682680,F,50,7,55082,Rosewood (1997),Drama,False
254413,1624,377,3,974852831,M,25,0,06810,Speed (1994),Action|Romance|Thriller,False
636551,652,293,3,975702413,M,18,20,12222,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller,False
859079,5210,3758,4,961611095,F,35,17,60618,Communion (1989),Drama|Sci-Fi|Thriller,False
602449,464,3566,5,976226830,F,18,4,55455,"Big Kahuna, The (2000)",Comedy|Drama,False
25368,4979,1270,4,962598612,M,35,2,55423,Back to the Future (1985),Comedy|Sci-Fi,False
648776,1151,2542,3,974869954,M,25,15,46805,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,False
767311,2946,3441,3,971275093,M,35,16,92630,Red Dawn (1984),Action|War,False
570756,2986,986,4,971847992,M,25,4,24060,Fly Away Home (1996),Adventure|Children's,False
561500,5747,249,4,958359157,M,25,0,03755,Immortal Beloved (1994),Drama|Romance,False
190527,1595,2997,5,974733774,M,35,1,92683-1892,Being John Malkovich (1999),Comedy,False
953805,3189,20,3,969861380,M,25,16,90292,Money Train (1995),Action,False
375750,1889,111,2,974693376,M,18,14,80023,Taxi Driver (1976),Drama|Thriller,False
529749,3853,2015,4,965875843,M,25,14,92614,"Absent Minded Professor, The (1961)",Children's|Comedy|Fantasy,False
972187,2077,479,3,980061618,M,18,0,55112,Judgment Night (1993),Action,False
520934,2995,2948,4,970691968,M,25,15,97333,From Russia with Love (1963),Action,False
904343,4771,3794,3,985545748,F,25,4,04101,Chuck & Buck (2000),Comedy|Drama,False
622248,2941,2643,1,971350934,M,35,12,98033,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,False
257814,306,1912,4,979169496,M,18,0,53051,Out of Sight (1998),Action|Crime|Romance,False
403492,3573,1356,5,966789032,M,1,10,48867,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi,False
848931,482,1147,5,976221327,M,25,14,55305,When We Were Kings (1996),Documentary,False
138322,5647,593,4,958872447,M,18,1,62522,"Silence of the Lambs, The (1991)",Drama|Thriller,False
652515,5443,2985,5,959980410,M,25,12,01915,Robocop (1987),Action|Crime|Sci-Fi,False
497043,549,435,1,976071002,M,25,6,53217,Coneheads (1993),Comedy|Sci-Fi,False
297632,4225,1089,5,965313096,F,25,3,48197,Reservoir Dogs (1992),Crime|Thriller,False
243217,5878,581,1,1043782249,F,25,0,60640,"Celluloid Closet, The (1995)",Documentary,False
147858,202,1597,3,976939322,M,18,4,53706,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller,False
44877,5371,1961,5,960481353,M,25,11,55408,Rain Man (1988),Drama,False
601964,3561,2763,4,966797043,M,35,14,63304,"Thomas Crown Affair, The (1999)",Action|Thriller,False
44717,4673,1961,5,963764190,M,35,16,94705,Rain Man (1988),Drama,False
74777,1422,1213,4,976120925,M,35,17,55934,GoodFellas (1990),Crime|Drama,False
199725,752,1266,5,1029312134,F,25,3,97401,Unforgiven (1992),Western,False
295494,5367,2318,5,960499717,M,18,4,55344,Happiness (1998),Comedy,False
505859,3561,1129,4,976479608,M,35,14,63304,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,False
292638,2124,16,5,974649280,M,25,0,12306,Casino (1995),Drama|Thriller,False
507075,4005,62,5,969224825,M,35,7,12110,Mr. Holland's Opus (1995),Drama,False
420850,4224,3359,4,965314382,F,45,1,48198,Breaking Away (1979),Drama,False
772463,699,1003,3,975562971,M,18,0,73505,Extreme Measures (1996),Drama|Thriller,False
744022,3280,1388,1,968349479,M,25,7,33486,Jaws 2 (1978),Action|Horror,False
678064,3462,2014,3,967179175,F,25,4,73160,Freaky Friday (1977),Children's|Comedy,False
828800,1511,2467,4,974748190,M,35,12,08902,"Name of the Rose, The (1986)",Mystery,False
877720,2010,170,3,974683479,M,18,4,81520,Hackers (1995),Action|Crime|Thriller,False
393141,1265,223,3,1011716691,F,18,20,49321,Clerks (1994),Comedy,False
460227,1447,3034,3,981021556,M,18,4,80521,Robin Hood (1973),Animation|Children's,False
281779,1187,2599,3,975228269,F,1,0,90210,Election (1999),Comedy,False
198674,1484,1261,4,974751796,M,25,12,07054,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror,False
700215,4204,1994,4,965321656,M,35,7,06905,Poltergeist (1982),Horror|Thriller,False
965880,1835,3272,5,974877692,M,25,19,11501,Bad Lieutenant (1992),Crime|Drama,False
168875,4261,780,3,965306189,F,35,6,07950,Independence Day (ID4) (1996),Action|Sci-Fi|War,False
954464,1425,603,3,980987193,M,1,10,08872,"Bye Bye, Love (1995)",Comedy,False
989624,4510,3339,3,966802083,M,45,7,92503,Cross of Iron (1977),War,False
36821,92,783,1,986187631,F,18,4,44243,"Hunchback of Notre Dame, The (1996)",Animation|Children's|Musical,False
334258,402,3536,4,976295642,M,25,11,55427,Keeping the Faith (2000),Comedy|Romance,False
435344,5684,2136,2,958612312,M,18,16,94110,"Nutty Professor, The (1963)",Comedy,False
746393,1069,431,5,974943512,M,25,20,98105,Carlito's Way (1993),Crime|Drama,False
444351,5664,1345,5,958763341,M,18,4,48363,Carrie (1976),Horror,False
577090,1451,1262,4,1029988662,M,35,20,90012,"Great Escape, The (1963)",Adventure|War,False
244776,4072,1617,4,965451931,M,50,6,93111,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,False
700072,3336,1994,2,968097597,M,35,17,93436,Poltergeist (1982),Horror|Thriller,False
622228,2576,2643,1,973898840,M,18,17,97030,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,False
685215,5185,1094,3,963403459,F,35,4,44485,"Crying Game, The (1992)",Drama|Romance|War,False
770639,5302,252,5,960954743,F,1,10,02332,I.Q. (1994),Comedy|Romance,False
294881,4094,1513,3,965419318,M,25,17,49017,Romy and Michele's High School Reunion (1997),Comedy,False
173568,911,318,5,975258188,M,50,0,98226,"Shawshank Redemption, The (1994)",Drama,False
683127,1587,1591,1,974745651,F,25,3,30308,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,False
399414,3121,1343,4,969333608,M,25,2,32118,Cape Fear (1991),Thriller,False
590144,2033,2694,1,974669814,F,45,20,91436,Big Daddy (1999),Comedy,False
713244,5275,173,1,961108503,M,25,17,60611,Judge Dredd (1995),Action|Adventure|Sci-Fi,False
980141,3620,3909,1,985120940,M,25,7,94117,Woman on Top (2000),Comedy|Romance,False
242729,5111,296,1,962332431,M,35,2,78006,Pulp Fiction (1994),Crime|Drama,False
28240,1609,2340,4,974748262,F,35,9,06830,Meet Joe Black (1998),Romance,False
601596,1544,2763,4,974744503,M,25,12,63146,"Thomas Crown Affair, The (1999)",Action|Thriller,False
2890,10,3408,4,978225070,F,35,1,95370,Erin Brockovich (2000),Drama,False
700335,5040,1994,5,962511409,M,45,12,44312,Poltergeist (1982),Horror|Thriller,False
516413,3154,969,3,968905683,F,25,4,95616,"African Queen, The (1951)",Action|Adventure|Romance|War,False
82262,5630,3108,4,959020261,M,35,17,06854,"Fisher King, The (1991)",Comedy|Drama|Romance,False
515201,1094,1204,4,974928865,F,18,0,92626,Lawrence of Arabia (1962),Adventure|War,False
767214,1600,3441,4,974732905,M,35,7,08234,Red Dawn (1984),Action|War,False
990792,1722,1332,4,974706556,M,35,0,72058,"Believers, The (1987)",Horror|Thriller,False
206025,5102,2470,5,962348218,M,25,12,90240,Crocodile Dundee (1986),Adventure|Comedy,False
437443,4071,1339,4,965612925,M,25,17,33823,Bram Stoker's Dracula (1992),Horror|Romance,False
42754,3398,1,4,967480534,M,18,20,30033,Toy Story (1995),Animation|Children's|Comedy,False
341105,2456,1441,3,974177924,M,25,5,48103,Benny & Joon (1993),Comedy|Romance,False
322954,1266,36,4,978576775,M,25,4,18104,Dead Man Walking (1995),Drama,False
740822,4085,3044,4,986184486,F,25,6,79416,Dead Again (1991),Mystery|Romance|Thriller,False
401875,4671,3452,3,963795189,M,25,12,94043,Romeo Must Die (2000),Action|Romance,False
538106,1202,2021,1,974844301,M,35,12,97006,Dune (1984),Fantasy|Sci-Fi,False
187943,212,3868,4,976905770,M,25,16,53714,"Naked Gun: From the Files of Police Squad!, The (1988)",Comedy,False
210945,1182,1136,4,974917843,M,1,10,91326,Monty Python and the Holy Grail (1974),Comedy,False
247356,2934,224,5,971492550,F,35,20,91324,Don Juan DeMarco (1995),Comedy|Drama|Romance,False
315150,4459,2908,5,965074859,M,25,1,28027,Boys Don't Cry (1999),Drama,False
791608,2529,2463,4,974061075,F,35,9,95903,Ruthless People (1986),Comedy,False
770445,2042,252,3,974668817,M,1,10,79358,I.Q. (1994),Comedy|Romance,False
198239,2088,1049,5,974657902,M,50,7,60618,"Ghost and the Darkness, The (1996)",Action|Adventure,False
880385,5630,3483,3,959020544,M,35,17,06854,"Road to El Dorado, The (2000)",Animation|Children's,False
810987,102,2935,5,1039796174,M,35,19,20871,"Lady Eve, The (1941)",Comedy|Romance,False
407204,1820,3826,3,974698840,M,25,20,50265,Hollow Man (2000),Horror|Sci-Fi|Thriller,False
35567,2679,588,5,973392982,F,18,4,02143,Aladdin (1992),Animation|Children's|Comedy|Musical,False
819657,5750,1348,5,959177378,M,18,1,04101,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,False
869084,3507,371,4,967064257,M,25,0,02472,"Paper, The (1994)",Comedy|Drama,False
713633,3300,2150,3,968036066,M,35,5,19119,"Gods Must Be Crazy, The (1980)",Comedy,False
360563,1298,151,4,974843736,M,35,6,33615,Rob Roy (1995),Drama|Romance|War,False
760363,3546,1057,4,967029480,M,25,20,41706,Everyone Says I Love You (1996),Comedy|Musical|Romance,False
401662,875,3452,4,975270430,M,1,10,94707,Romeo Must Die (2000),Action|Romance,False
11888,3082,919,5,969781016,F,35,6,45459,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,False
561030,4048,246,3,965503767,F,35,1,89431,Hoop Dreams (1994),Documentary,False
78343,2872,2881,2,972418239,M,25,20,94014,Double Jeopardy (1999),Action|Thriller,False
936164,4401,1112,3,965160184,M,18,4,10027,Palookaville (1996),Action|Drama,False
203300,3080,3552,5,969812288,M,25,20,55410,Caddyshack (1980),Comedy,False
86295,549,902,3,976121661,M,25,6,53217,Breakfast at Tiffany's (1961),Drama|Romance,False
289629,1752,1729,4,975732767,M,25,3,96813,Jackie Brown (1997),Crime|Drama,False
16607,4888,1035,3,962738652,F,56,0,08055,"Sound of Music, The (1965)",Musical,False
379715,5046,269,4,962501379,M,25,16,60614,My Crazy Life (Mi vida loca) (1993),Drama,False
321357,5570,34,5,959307596,M,25,1,07666,Babe (1995),Children's|Comedy|Drama,False
750710,4086,3763,4,965432488,F,1,10,55391,F/X (1986),Action|Crime|Thriller,False
759597,2024,2352,3,974672482,M,1,19,06614,"Big Chill, The (1983)",Comedy|Drama,False
678949,4852,2019,5,962833334,M,35,0,42025,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama,False
544222,3108,3198,4,969494986,M,50,6,22039,Papillon (1973),Drama,False
84020,2756,1610,4,973192969,M,18,4,97331,"Hunt for Red October, The (1990)",Action|Thriller,False
448057,2777,3525,4,973042630,M,18,4,95326,Bachelor Party (1984),Comedy,False
369677,3297,1639,3,968053484,M,18,4,91325,Chasing Amy (1997),Drama|Romance,False
635687,4973,3713,4,962606206,F,56,2,949702,"Long Walk Home, The (1990)",Drama,False
450679,3529,316,3,966899161,F,45,1,97361,Stargate (1994),Action|Adventure|Sci-Fi,False
431053,2972,3438,1,971064664,M,25,4,97330,Teenage Mutant Ninja Turtles (1990),Action|Children's|Fantasy,False
348078,4957,1674,3,962906227,M,25,2,48197,Witness (1985),Drama|Romance|Thriller,False
24252,2462,1270,3,974169289,M,35,1,44303,Back to the Future (1985),Comedy|Sci-Fi,False
878615,5133,3615,3,962090580,M,18,11,10028,Dinosaur (2000),Animation|Children's,False
440209,2996,592,3,972413564,M,18,0,63011,Batman (1989),Action|Adventure|Crime|Drama,False
145696,4087,2396,4,965431617,M,1,4,63376,Shakespeare in Love (1998),Comedy|Romance,False
197307,4271,1580,4,965302178,M,35,7,83405,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
316502,204,353,3,978049020,M,25,7,92123,"Crow, The (1994)",Action|Romance|Thriller,False
199375,3336,552,3,967853356,M,35,17,93436,"Three Musketeers, The (1993)",Action|Adventure|Comedy,False
339036,963,2966,4,975118971,M,25,0,48197,"Straight Story, The (1999)",Drama,False
967858,889,1896,3,975250008,M,45,20,10024,Cousin Bette (1998),Comedy,False
309050,3089,272,5,1009691529,M,45,16,93448,"Madness of King George, The (1994)",Drama,False
579000,4186,3479,4,1017785317,M,25,7,33308,Ladyhawke (1985),Adventure|Fantasy|Romance,False
805218,4115,494,4,965362868,M,25,15,99353,Executive Decision (1996),Action|Thriller,False
554691,4277,1753,3,991120234,M,35,16,98133,Half Baked (1998),Comedy,False
689183,1593,1258,3,974735289,M,25,16,78411,"Shining, The (1980)",Horror,False
185876,5367,1394,4,982782866,M,18,4,55344,Raising Arizona (1987),Comedy,False
35579,2734,588,5,973231492,F,18,4,02912,Aladdin (1992),Animation|Children's|Comedy|Musical,False
570809,4510,986,3,966788517,M,45,7,92503,Fly Away Home (1996),Adventure|Children's,False
675251,4979,2422,1,984543142,M,35,2,55423,"Karate Kid III, The (1989)",Action|Adventure|Drama,False
991582,3978,3445,4,965631399,M,35,13,78252,Eyes of Laura Mars (1978),Mystery|Thriller,False
90474,4637,3147,5,964025775,F,35,9,48302,"Green Mile, The (1999)",Drama|Thriller,False
327557,780,364,3,975436012,M,25,17,91776,"Lion King, The (1994)",Animation|Children's|Musical,False
505843,3414,1129,4,967486945,M,25,17,75146,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,False
908770,3410,3185,3,967434581,M,35,1,20653,Snow Falling on Cedars (1999),Drama,False
398853,3357,3301,5,967694813,M,25,18,64055,"Whole Nine Yards, The (2000)",Comedy|Crime,False
680606,2860,86,3,974236594,M,35,17,20009,White Squall (1996),Adventure|Drama,False
905542,5738,3024,4,958416449,M,25,12,55406,Piranha (1978),Horror|Sci-Fi,False
922487,735,2672,3,975480346,M,25,14,04240,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,False
116886,721,480,5,975544591,F,35,9,97520,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
477870,5717,1377,3,958756890,M,25,0,03766,Batman Returns (1992),Action|Adventure|Comedy|Crime,False
716876,1147,910,4,974873338,M,25,20,98101,Some Like It Hot (1959),Comedy|Crime,False
471377,4882,1371,4,962754766,M,45,11,03301,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi,False
821235,2878,3546,4,972363514,F,50,20,88005,What Ever Happened to Baby Jane? (1962),Drama|Thriller,False
668380,5107,1956,3,962338218,F,45,0,08081,Ordinary People (1980),Drama,False
855083,4482,2524,4,965096007,F,35,1,94044,"Towering Inferno, The (1974)",Action|Drama,False
874724,319,1526,1,976423036,F,50,6,33436,Fathers' Day (1997),Comedy,False
977144,5749,3281,5,962843454,M,25,2,94117,"Brandon Teena Story, The (1998)",Documentary,False
380297,5059,555,5,962485979,M,45,16,22652,True Romance (1993),Action|Crime|Romance,False
64870,1680,2268,3,974712838,M,25,20,95380,"Few Good Men, A (1992)",Crime|Drama,False
998793,5111,2758,2,962334635,M,35,2,78006,Plenty (1985),Drama,False
597973,660,1783,3,975694724,M,45,16,70507,Palmetto (1998),Film-Noir|Mystery|Thriller,False
749056,4298,3740,3,965446698,F,18,14,85705,Big Trouble in Little China (1986),Action|Comedy,False
961134,1335,549,4,974777037,M,35,0,14228,Thirty-Two Short Films About Glenn Gould (1993),Documentary,False
678437,4662,2953,3,963867175,F,18,4,84109,Home Alone 2: Lost in New York (1992),Children's|Comedy,False
37610,2747,1022,4,973212260,F,18,4,90025,Cinderella (1950),Animation|Children's|Musical,False
987428,2934,3714,4,971493081,F,35,20,91324,Clara's Heart (1988),Drama,False
469634,3082,333,4,969780423,F,35,6,45459,Tommy Boy (1995),Comedy,False
900549,1146,382,2,974932998,F,18,16,80260,Wolf (1994),Drama|Horror,False
960190,4285,548,3,965283521,M,35,0,62704,Terminal Velocity (1994),Action,False
52244,5978,1207,5,964184134,M,35,1,49307,To Kill a Mockingbird (1962),Drama,False
464899,60,2094,5,977931869,M,50,1,72118,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,False
951048,1998,892,4,981859513,F,50,9,24018,Twelfth Night (1996),Comedy|Drama|Romance,False
814725,518,1183,5,980869892,F,35,12,75240,"English Patient, The (1996)",Drama|Romance|War,False
855673,2781,2546,3,1011020842,M,35,4,45205,"Deep End of the Ocean, The (1999)",Drama,False
497033,494,435,4,976216074,F,35,0,17870,Coneheads (1993),Comedy|Sci-Fi,False
447068,2015,1278,5,974675871,M,18,4,01003,Young Frankenstein (1974),Comedy|Horror,False
293751,1835,551,5,974881381,M,25,19,11501,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical,False
295079,5728,1513,4,958472189,F,35,20,09824,Romy and Michele's High School Reunion (1997),Comedy,False
781482,3154,3219,3,968906734,F,25,4,95616,Pacific Heights (1990),Thriller,False
370139,5963,1639,4,957020602,M,25,15,02140,Chasing Amy (1997),Drama|Romance,False
173228,5874,2006,3,957562352,M,25,4,01002,"Mask of Zorro, The (1998)",Action|Adventure|Romance,False
484927,3823,924,5,965943244,M,56,7,93711,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,False
635175,3731,3638,3,966209842,M,25,17,67443,Moonraker (1979),Action|Romance|Sci-Fi,False
260707,5623,2716,3,959092980,M,25,11,84109,Ghostbusters (1984),Comedy|Horror,False
798139,4888,1237,4,962739729,F,56,0,08055,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,False
249891,1546,800,5,974820485,M,25,4,22903,Lone Star (1996),Drama|Mystery,False
273364,724,3386,4,975523211,M,50,13,90266,JFK (1991),Drama|Mystery,False
266367,3539,1704,5,966882010,F,25,4,77006,Good Will Hunting (1997),Drama,False
235719,1468,3793,4,974755132,M,1,14,19147,X-Men (2000),Action|Sci-Fi,False
812077,1530,1235,4,974744487,M,25,4,53711,Harold and Maude (1971),Comedy,False
699256,5113,3082,2,963317142,M,25,0,55408,"World Is Not Enough, The (1999)",Action|Thriller,False
54,216,1193,4,976868526,M,45,13,52761,One Flew Over the Cuckoo's Nest (1975),Drama,False
295962,2202,1517,4,974605637,F,1,10,11743,Austin Powers: International Man of Mystery (1997),Comedy,False
813619,2181,3159,5,974610124,M,25,0,45245,Fantasia 2000 (1999),Animation|Children's|Musical,False
939485,4524,1881,3,964816313,M,25,2,55113,Quest for Camelot (1998),Adventure|Animation|Children's|Fantasy,False
998030,889,2283,3,975261737,M,45,20,10024,"Sheltering Sky, The (1990)",Drama,False
488552,4414,1020,3,965703590,M,25,4,40504,Cool Runnings (1993),Comedy,False
987201,1791,77,3,974701984,M,18,4,19146,Nico Icon (1995),Documentary,False
650027,3641,1748,4,966482263,M,25,0,92008,Dark City (1998),Film-Noir|Sci-Fi|Thriller,False
694640,3916,2160,4,965764325,M,25,4,02134,Rosemary's Baby (1968),Horror|Thriller,False
234178,5038,501,3,963797225,M,25,20,10010,Naked (1993),Drama,False
273247,5705,2580,3,958546701,F,18,4,90024,Go (1999),Crime,False
763252,5394,719,3,981004705,M,18,0,60618,Multiplicity (1996),Comedy,False
