"id","submitted","areas_of_interest","subinterests"
19066,1382675408,"Advertising,Commerce,Fashion,Social Impact,Video",NULL
19067,1382677907,"Green,Healthcare,Media,Small Businesses,Social Impact,Travel",NULL
19068,1382679245,"Commerce,Data & Analytics,Financial Services,Mobile,Payments,Productivity Tools,Small Businesses",NULL
19069,1382682331,"Commerce,Consumer Electronics,Games,Music,Small Businesses,Sports,Travel,Video",NULL
19070,1382690160,"Data & Analytics,Enterprise Software,Mobile,Payments,Small Businesses",NULL
19071,1382691578,"Int'l Development (Outside US/Canada),Youth Leadership",NULL
19072,1382697197,"Int'l Development (Outside US/Canada)",NULL
19073,1382700545,"3D Printing,Advertising,Education,Enterprise Software,Events,Fashion,Games,Green,Hardware,Media,Mobile,Music,Photos,Productivity Tools,Travel,Video,Wearable Tech",NULL
19074,1382703273,"Data & Analytics,Enterprise Software,Media,Productivity Tools,Small Businesses","Content"
19075,1382705067,"Enterprise Software",NULL
19076,1382712530,"Commerce,Data & Analytics,Enterprise Software",NULL
19077,1382713308,"Games,Mobile,Productivity Tools,Small Businesses,Video,Wearable Tech",NULL
19078,1382714712,"Advertising,Commerce,Dating,Enterprise Software,Fashion,Financial Services,Local,Mobile,Payments,Small Businesses,Smart Home,Travel",NULL
19079,1382715852,"Cloud Services,Data & Analytics,Enterprise Software",""
19080,1382722465,"Financial Services,Music,Video",NULL
19082,1382725020,"Cloud Services,Commerce,Data & Analytics,Games,Healthcare,Mobile,Productivity Tools,Small Businesses,Video",NULL
19083,1382725316,"Advertising,Cloud Services,Data & Analytics,Green,Mobile,Payments,Productivity Tools,Small Businesses,Smart Home,Sports,Travel,Video,Wearable Tech",NULL
19084,1382726225,"Advertising,Events,Fashion,Media,Mobile,Music,Photos,Small Businesses,Social Impact,Video","Content,Movies/Film,News,TV"
19085,1382728619,"Cloud Services,Commerce,Data & Analytics,Mobile",NULL
19086,1382729735,"Cloud Services,Commerce,Enterprise Software,Mobile,Music,Small Businesses,Smart Home",NULL
19087,1382730303,"Cloud Services,Data & Analytics,Enterprise Software,Financial Services,Mobile,Wearable Tech",NULL
19088,1382731644,"Commerce,Fashion,Green,Local,Mobile,Social Impact",NULL
19089,1382732474,"Commerce,Data & Analytics,Enterprise Software,Productivity Tools",NULL
19090,1382736275,"Healthcare",NULL
19091,1382741949,"Advertising,Cloud Services,Consumer Electronics,Data & Analytics,Events,Media,Mobile,Photos,Productivity Tools,Small Businesses,Travel,Wearable Tech","Content,Movies/Film,News,TV"
19092,1382744916,"3D Printing,Consumer Electronics,Dating,Fashion,Games,Hardware,Mobile,Robotics,Wearable Tech",NULL
19093,1382755054,"Advertising,Cloud Services,Events,Green,Media,Small Businesses,Social Impact,Sports,Travel",NULL
19094,1382755711,"Data & Analytics,Enterprise Software,Healthcare,Mobile,Payments,Small Businesses,Wearable Tech","Fitness,Records,Wellness,Medical Devices"
19097,1382807668,"Healthcare","Fitness,Nutrition,Wellness"
19098,1382813710,"Mobile,Transportation",NULL
19099,1382815876,"Small Businesses",NULL
19100,1382816499,"Cloud Services,Mobile,Music,Social Impact,Video,Wearable Tech",NULL
19101,1382834083,"3D Printing,Advertising,Commerce,Consumer Electronics,Data & Analytics,Education,Financial Services,Green,Healthcare,Media,Mobile,Music,Robotics,Small Businesses,Smart Home,Transportation,Travel,Wearable Tech","In-classroom learning (K-12),Lifelong Learning (outside of school),Youth Leadership,Higher Education,Fitness,Nutrition,Quantified-self,Records,Wellness,Medical Devices,Content,Movies/Film,News,TV"
19102,1382836798,"Cloud Services,Commerce,Enterprise Software,Events,Games,Mobile,Payments,Productivity Tools,Smart Home,Social Impact",NULL
19103,1382838654,"3D Printing,Data & Analytics,Green,Hardware,Productivity Tools",NULL
19104,1382843712,"Cloud Services",NULL
19106,1382854964,"Advertising,Cloud Services,Commerce,Data & Analytics,Enterprise Software,Events,Financial Services,Hardware,Local,Media,Mobile,Payments,Productivity Tools,Recruiting,Social Impact,Travel,Video","Content,Movies/Film,News,TV"
19110,1382872233,"Green",NULL
19111,1382873430,"Advertising,Local,Payments,Productivity Tools,Small Businesses,Transportation",NULL
19112,1382882685,"Advertising,Commerce,Media,Mobile,Small Businesses,Video","Content,Movies/Film,News,TV"
19109,1382869708,"Cloud Services,Enterprise Software,Financial Services,Hardware,Payments",NULL
19113,1382886997,"Education,Sports",NULL
19114,1382892525,"Data & Analytics,Local,Mobile",NULL
19115,1382896561,"Cloud Services,Data & Analytics,Education,Enterprise Software,Hardware,Media,Mobile,Payments,Social Impact","Edutainment,Content,News"
19116,1382915554,"Data & Analytics,Events,Green,Mobile,Payments,Photos,Productivity Tools,Small Businesses,Smart Home,Social Impact,Travel",NULL
19117,1382916595,"Cloud Services,Commerce,Education,Enterprise Software,Mobile,Productivity Tools",NULL
19118,1382927051,"Advertising,Cloud Services,Data & Analytics,Events,Local,Media,Recruiting,Small Businesses",""
19119,1382928085,"3D Printing,Hardware,Music,Robotics,Video,Wearable Tech",NULL
19120,1382930952,"Advertising,Cloud Services,Commerce,Education,Events,Fashion,Games,Mobile,Photos,Productivity Tools,Small Businesses,Smart Home,Social Impact,Travel,Wearable Tech","Lifelong Learning (outside of school)"
19121,1382936173,"Cloud Services",NULL
19122,1382944065,"Commerce,Data & Analytics,Education,Enterprise Software,Financial Services",NULL
19123,1382948004,"Consumer Electronics,Games,Green,Mobile,Payments,Recruiting,Small Businesses,Social Impact,Sports",NULL
19499,1383938793,"Dating,Education,Events,Fashion,Games,Smart Home,Social Impact,Wearable Tech",NULL
19124,1382950406,"3D Printing,Consumer Electronics,Data & Analytics,Hardware,Healthcare,Mobile,Robotics,Smart Home,Social Impact,Wearable Tech","Fitness,Nutrition,Quantified-self,Records,Wellness,Medical Devices"
19125,1382956224,"Cloud Services,Data & Analytics,Productivity Tools,Sports",NULL
19126,1382966475,"Advertising,Cloud Services,Commerce,Data & Analytics,Education,Enterprise Software,Events,Fashion,Financial Services,Games,Green,Healthcare,Local,Media,Mobile,Music,Payments,Photos,Recruiting,Robotics,Small Businesses,Smart Home,Social Impact,Transportation,Travel,Video,Wearable Tech","Edutainment,Lifelong Learning (outside of school),Higher Education,Fitness,Wellness,Medical Devices,Content,Movies/Film,News,TV"
19127,1382968270,"Advertising,Cloud Services,Commerce,Data & Analytics,Education,Events,Green,Media,Mobile,Music,Photos,Productivity Tools,Small Businesses,Social Impact,Sports,Transportation,Travel,Video","Lifelong Learning (outside of school),Teacher training,Youth Leadership,Content,Movies/Film,News,TV"
19128,1382970019,"3D Printing,Consumer Electronics,Media,Music,Small Businesses,Social Impact,Travel,Wearable Tech",""
19129,1382971816,"3D Printing,Advertising,Cloud Services,Commerce,Data & Analytics,Education,Enterprise Software,Events,Fashion,Financial Services,Games,Healthcare,Local,Media,Music,Payments,Photos,Recruiting,Small Businesses,Social Impact,Transportation,Video","Edutainment,In-classroom learning (K-12),Lifelong Learning (outside of school),Teacher training,Youth Leadership,Higher Education,Fitness,Nutrition,Quantified-self,Records,Wellness,Medical Devices,Content,Movies/Film,News,TV"
19130,1382972563,"Commerce,Enterprise Software,Payments,Small Businesses,Travel",NULL
19131,1382974349,"Cloud Services,Commerce,Data & Analytics,Enterprise Software,Financial Services,Healthcare,Photos,Small Businesses,Social Impact,Transportation,Travel","Fitness,Wellness"
19132,1382975964,"Data & Analytics,Financial Services,Media","Content,Movies/Film,News,TV"
19133,1382978258,"Data & Analytics,Education,Mobile","In-classroom learning (K-12),Teacher training"
19134,1382980581,"Commerce,Transportation",NULL
19135,1382981008,"Fashion,Mobile,Small Businesses,Social Impact,Transportation,Travel",NULL
19136,1382983421,"Advertising,Cloud Services,Commerce,Data & Analytics,Education,Enterprise Software,Events,Financial Services,Mobile,Payments,Productivity Tools,Small Businesses,Smart Home,Travel","Edutainment,Lifelong Learning (outside of school)"
19137,1382985350,"Data & Analytics,Local,Travel",""
19139,1382990433,"Cloud Services,Commerce,Education,Mobile,Productivity Tools,Small Businesses,Social Impact",""
19140,1382993135,"Commerce,Data & Analytics,Enterprise Software,Local,Mobile,Payments,Small Businesses",NULL
19141,1382993829,"Data & Analytics,Green,Smart Home",NULL
19142,1383003031,"Data & Analytics,Green,Healthcare,Local,Small Businesses,Sports,Travel,Wearable Tech","Fitness"
19143,1383004090,"Data & Analytics,Games,Healthcare,Media,Mobile,Music,Productivity Tools,Social Impact,Video","Quantified-self,Content"
19144,1383005435,"Cloud Services,Data & Analytics,Mobile,Social Impact,Transportation",""
19145,1383005621,"Data & Analytics,Payments,Social Impact,Travel",""
19146,1383006105,"Consumer Electronics,Robotics,Smart Home",NULL
19147,1383012663,"3D Printing,Hardware,Photos,Robotics,Transportation,Travel,Video",NULL
19148,1383014810,"Enterprise Software,Mobile,Robotics,Small Businesses,Smart Home",NULL
19149,1383018134,"Advertising,Cloud Services,Commerce,Consumer Electronics,Data & Analytics,Events,Fashion,Games,Local,Media,Mobile,Music,Photos,Productivity Tools,Travel,Video","Content,Movies/Film,News,TV"
19150,1383023374,"Enterprise Software,Green,Small Businesses,Social Impact,Travel",""
19151,1383024579,"Advertising,Data & Analytics,Mobile,Payments,Travel",""
19152,1383028740,"Education,Youth Leadership","Lifelong Learning (outside of school),Youth Leadership"
19153,1383035001,"Commerce,Fashion",NULL
19154,1383035889,"Advertising,Commerce,Data & Analytics,Dating,Mobile,Productivity Tools,Recruiting,Social Impact,Travel",NULL
19155,1383043593,"Advertising,Cloud Services,Data & Analytics,Games,Media,Robotics,Small Businesses,Smart Home,Video","Content,Movies/Film,TV"
19156,1383053288,"Education","Edutainment"
19157,1383059885,"Cloud Services,Data & Analytics,Dating,Enterprise Software,Fashion,Games,Music,Photos,Productivity Tools,Sports,Travel",NULL
19261,1383410496,"Advertising,Data & Analytics,Media,Mobile,Photos,Small Businesses,Video","Content,Movies/Film"
19159,1383062924,"Cloud Services,Commerce,Data & Analytics,Education,Small Businesses,Social Impact","Higher Education"
19160,1383067016,"Advertising,Games,Media,Mobile,Music,Productivity Tools,Small Businesses,Social Impact,Video",""
19161,1383072723,"Cloud Services,Local,Mobile,Payments",""
19162,1383077023,"Advertising,Cloud Services,Data & Analytics,Education,Enterprise Software,Healthcare,Mobile,Payments,Small Businesses,Smart Home,Travel,Wearable Tech","In-classroom learning (K-12),Higher Education,Records,Medical Devices"
19163,1383078541,"Cloud Services,Commerce,Consumer Electronics,Smart Home",NULL
19164,1383079816,"Cloud Services,Commerce,Data & Analytics,Fashion,Local,Media,Mobile,Productivity Tools,Travel,Video","Content"
19165,1383080219,"Cloud Services,Data & Analytics,Healthcare,Social Impact","Quantified-self,Wellness"
19166,1383080434,"Green,Local,Sports",NULL
19167,1383081825,"Commerce,Mobile,Recruiting,Social Impact",NULL
19168,1383083137,"Advertising,Data & Analytics,Events,Green,Local,Mobile,Small Businesses,Social Impact,Sports,Transportation,Travel",NULL
19170,1383083295,"Financial Services,Productivity Tools",NULL
19172,1383083883,"Advertising,Fashion,Media,Mobile,Music,Photos,Social Impact,Sports,Transportation,Travel,Video","Content,Movies/Film,TV"
19173,1383084549,"Data & Analytics,Events,Games,Local,Mobile,Social Impact,Sports",""
19174,1383085722,"Advertising,Enterprise Software,Events,Local,Music",NULL
19175,1383086217,"Robotics,Smart Home,Wearable Tech",NULL
19176,1383086690,"Data & Analytics,Enterprise Software,Fashion,Financial Services,Mobile",NULL
19177,1383088205,"Cloud Services,Commerce,Consumer Electronics,Data & Analytics,Enterprise Software,Mobile,Payments,Photos,Productivity Tools,Smart Home",NULL
19178,1383088440,"Cloud Services,Commerce,Education,Healthcare,Mobile,Small Businesses,Wearable Tech",NULL
19179,1383091273,"Cloud Services,Education,Enterprise Software,Local,Mobile,Music,Productivity Tools,Small Businesses,Sports,Travel",NULL
19180,1383093730,"Data & Analytics,Dating,Education,Local,Media,Photos","News"
19181,1383094044,"Data & Analytics,Games,Mobile,Recruiting,Social Impact",NULL
19182,1383099360,"Education,Mobile,Video","Edutainment"
19286,1383520017,"Advertising,Commerce,Data & Analytics,Events,Games,Media,Mobile,Productivity Tools,Sports","Content"
19183,1383102698,"Education,Events,Mobile,Productivity Tools,Small Businesses,Social Impact","Lifelong Learning (outside of school),Youth Leadership"
19184,1383117486,"Consumer Electronics,Dating,Education,Healthcare,Mobile,Productivity Tools,Social Impact","Lifelong Learning (outside of school),Nutrition,Quantified-self"
19185,1383118927,"Consumer Electronics,Data & Analytics,Fashion,Hardware,Healthcare,Mobile,Robotics,Sports,Wearable Tech","Quantified-self,Wellness,Medical Devices"
19186,1383135652,"Cloud Services,Commerce,Consumer Electronics,Data & Analytics,Dating,Games,Payments,Travel",NULL
19187,1383142009,"Healthcare,Small Businesses",NULL
19188,1383146238,"Cloud Services,Commerce,Data & Analytics,Dating,Education,Productivity Tools","In-classroom learning (K-12),Lifelong Learning (outside of school),Higher Education"
19189,1383149548,"3D Printing,Cloud Services,Enterprise Software,Financial Services,Media,Mobile,Productivity Tools,Smart Home,Transportation",NULL
19190,1383153104,"Data & Analytics",NULL
19191,1383153476,"Cloud Services,Data & Analytics,Enterprise Software,Games,Green,Smart Home,Social Impact",NULL
19192,1383154335,"Commerce,Data & Analytics,Fashion,Small Businesses",NULL
19193,1383156187,"Commerce,Fashion,Green,Media,Mobile,Social Impact,Travel,Wearable Tech",NULL
19194,1383156894,"Cloud Services,Data & Analytics,Healthcare,Productivity Tools",NULL
19195,1383159098,"3D Printing,Cloud Services,Commerce,Consumer Electronics,Data & Analytics,Enterprise Software,Fashion,Hardware,Healthcare,Mobile,Music,Productivity Tools,Recruiting,Small Businesses,Smart Home,Social Impact,Travel","Fitness,Nutrition,Quantified-self,Records,Wellness,Medical Devices"
21700,1389859753,"Education","In-classroom learning (K-12),Teacher training,Youth Leadership"
19196,1383161419,"Data & Analytics,Education,Productivity Tools,Social Impact","Higher Education"
20008,1385151380,"Data & Analytics,Enterprise Software,Financial Services,Games,Productivity Tools,Social Impact",NULL
19197,1383163059,"Advertising,Commerce,Media",NULL
19198,1383171615,"Commerce",NULL
19231,1383264224,"Cloud Services,Data & Analytics,Mobile,Productivity Tools,Small Businesses",NULL
19233,1383270557,"Advertising,Data & Analytics",NULL
19200,1383179298,"Commerce,Enterprise Software,Financial Services,Green,Healthcare,Productivity Tools,Small Businesses,Social Impact,Transportation,Travel",NULL
19201,1383186518,"Enterprise Software,Media","Content"
19202,1383187592,"Consumer Electronics,Photos,Productivity Tools,Robotics,Wearable Tech",NULL
19203,1383191008,"Consumer Electronics,Games,Hardware,Mobile,Smart Home,Wearable Tech",""
19204,1383192633,"Cloud Services,Commerce,Consumer Electronics,Data & Analytics,Enterprise Software,Fashion,Financial Services,Green,Hardware,Healthcare,Mobile,Payments,Productivity Tools,Robotics,Smart Home,Social Impact,Sports,Transportation,Wearable Tech",""
19205,1383193592,"Commerce,Events,Games,Social Impact,Travel",""
19206,1383194887,"Robotics",NULL
19208,1383220992,"Healthcare,Mobile","Nutrition,Quantified-self,Records,Wellness,Medical Devices"
19209,1383228536,"3D Printing,Cloud Services,Data & Analytics,Financial Services,Robotics",NULL
19210,1383236453,"3D Printing,Commerce,Healthcare,Productivity Tools","Nutrition,Quantified-self,Wellness,Medical Devices"
19211,1383238782,"Productivity Tools",NULL
19212,1383241366,"Cloud Services,Commerce,Data & Analytics,Dating,Fashion,Financial Services,Mobile,Music,Photos,Productivity Tools,Small Businesses,Social Impact",NULL
19234,1383272847,"Advertising,Commerce,Data & Analytics,Enterprise Software,Media,Mobile,Social Impact,Wearable Tech","Content,News,TV"
19214,1383244160,"Enterprise Software,Healthcare,Mobile,Music,Photos,Social Impact","Medical Devices"
19215,1383244822,"Education,Enterprise Software,Payments,Small Businesses","Higher Education"
19216,1383244805,"Advertising,Data & Analytics,Education,Enterprise Software","In-classroom learning (K-12),Lifelong Learning (outside of school),Higher Education"
19217,1383245893,"Advertising,Enterprise Software,Productivity Tools",""
19218,1383248315,"Commerce,Data & Analytics,Dating,Enterprise Software,Financial Services,Hardware,Mobile,Productivity Tools,Recruiting,Robotics,Small Businesses,Wearable Tech",NULL
19219,1383248856,"Data & Analytics,Enterprise Software",NULL
19220,1383249009,"Cloud Services,Data & Analytics,Enterprise Software,Financial Services,Mobile,Travel",NULL
19221,1383249606,"Data & Analytics,Financial Services,Productivity Tools,Recruiting",""
19222,1383253266,"Dating,Education,Games,Mobile,Music,Productivity Tools,Social Impact,Sports,Video","Edutainment"
19223,1383254013,"Advertising,Media,Social Impact","Content"
19224,1383254449,"Cloud Services,Video",""
19225,1383256104,"Education,Social Impact",NULL
19226,1383256708,"Cloud Services,Data & Analytics,Healthcare,Video",NULL
19227,1383258824,"Consumer Electronics,Fashion,Green,Media,Mobile,Payments,Photos,Sports,Wearable Tech","Content"
19228,1383259248,"Hardware,Small Businesses",""
19229,1383260150,"Cloud Services,Commerce,Data & Analytics,Enterprise Software,Financial Services,Mobile,Payments,Small Businesses,Social Impact",""
19235,1383272981,"Data & Analytics,Healthcare,Mobile",NULL
19236,1383284278,"Cloud Services,Data & Analytics,Media,Productivity Tools,Social Impact",NULL
19237,1383286951,"Consumer Electronics,Education,Healthcare,Local,Mobile,Music,Productivity Tools,Social Impact,Transportation,Travel,Video,Wearable Tech",""
19238,1383290760,"Cloud Services,Data & Analytics,Small Businesses,Social Impact",""
19239,1383292352,"Local,Mobile",NULL
19240,1383299549,"Int'l Development (Outside US/Canada)","Higher Education"
19241,1383324967,"Commerce,Local,Mobile,Payments,Small Businesses",NULL
19242,1383326247,"Advertising,Data & Analytics,Media,Mobile","News"
19243,1383326265,"Cloud Services,Games,Mobile,Productivity Tools,Small Businesses,Social Impact",NULL
19244,1383327517,"Data & Analytics,Hardware,Healthcare,Robotics,Smart Home,Social Impact,Wearable Tech","Fitness,Quantified-self,Medical Devices"
19245,1383331989,"Cloud Services,Enterprise Software,Games,Media,Mobile,Music,Productivity Tools,Video","Movies/Film"
19246,1383333194,"Data & Analytics,Healthcare,Mobile,Wearable Tech","Fitness,Nutrition,Quantified-self,Records,Wellness,Medical Devices"
19247,1383337042,"3D Printing,Commerce,Data & Analytics,Mobile,Robotics,Small Businesses,Smart Home,Travel,Wearable Tech",NULL
19248,1383338734,"Advertising,Events",NULL
19249,1383341896,"Healthcare,Local,Productivity Tools,Small Businesses","Quantified-self"
19250,1383342666,"Education,Int'l Development (Outside US/Canada)","Edutainment,Lifelong Learning (outside of school)"
19251,1383342677,"3D Printing,Advertising,Cloud Services,Consumer Electronics,Data & Analytics,Education,Financial Services,Green,Healthcare,Local,Mobile,Payments,Productivity Tools,Recruiting,Small Businesses,Social Impact,Transportation","Lifelong Learning (outside of school),Medical Devices"
19252,1383347437,"3D Printing,Commerce,Fashion,Music,Productivity Tools,Small Businesses,Social Impact,Travel,Video,Wearable Tech",NULL
19253,1383349836,"Cloud Services,Mobile,Payments",NULL
19257,1383369392,"Education,Healthcare,Small Businesses,Social Impact,Sports",""
19254,1383353000,"3D Printing,Commerce,Fashion,Financial Services,Green,Healthcare,Mobile,Small Businesses,Social Impact,Transportation,Travel","Nutrition,Wellness"
20040,1385334766,"Int'l Development (Outside US/Canada)",NULL
20041,1385336184,"Cloud Services,Enterprise Software,Hardware",NULL
19256,1383364945,"Games,Mobile,Recruiting,Smart Home",NULL
19258,1383369700,"Cloud Services,Enterprise Software,Recruiting",NULL
19259,1383402152,"Advertising,Data & Analytics,Dating,Media,Mobile,Productivity Tools,Social Impact,Travel",NULL
19260,1383403293,"3D Printing,Consumer Electronics,Fashion,Green,Hardware,Mobile,Smart Home,Transportation,Wearable Tech",NULL
19262,1383415546,"Advertising,Data & Analytics,Events,Green,Local,Mobile",NULL
19263,1383424290,"Commerce,Data & Analytics,Enterprise Software,Financial Services,Games,Healthcare,Media,Music,Photos,Small Businesses,Video","Medical Devices"
19264,1383425277,"Advertising,Commerce,Data & Analytics,Mobile,Social Impact",NULL
19265,1383426153,"Games,Media,Mobile,Music,Social Impact,Video","Content,Movies/Film,TV"
19266,1383429154,"Cloud Services,Commerce,Education,Enterprise Software,Events,Media,Mobile,Music,Photos,Productivity Tools,Small Businesses,Travel","Higher Education"
19267,1383431461,"Cloud Services,Data & Analytics,Education,Hardware,Healthcare,Mobile,Productivity Tools,Robotics","Records,Medical Devices"
19268,1383432786,"Cloud Services,Dating,Education,Enterprise Software,Healthcare,Mobile,Payments,Photos,Productivity Tools,Recruiting,Social Impact,Video,Wearable Tech","In-classroom learning (K-12),Lifelong Learning (outside of school),Teacher training,Youth Leadership,Higher Education,Quantified-self,Records,Wellness"
19269,1383437473,"Advertising,Enterprise Software,Media,Music,Video","Movies/Film"
19270,1383437561,"3D Printing,Cloud Services,Data & Analytics,Enterprise Software,Green,Robotics,Smart Home,Wearable Tech",NULL
19271,1383445749,"Commerce,Mobile,Music,Payments,Small Businesses",NULL
19273,1383467521,"Cloud Services,Commerce,Data & Analytics,Education,Healthcare,Media,Small Businesses,Social Impact","News,TV"
19274,1383467550,"Advertising,Commerce,Data & Analytics,Media,Mobile,Video","Content,Movies/Film,TV"
19275,1383477650,"Commerce,Dating,Fashion,Financial Services,Media,Mobile,Productivity Tools,Travel,Video","Movies/Film,TV"
19276,1383482366,"Mobile,Small Businesses,Sports",NULL
19277,1383502619,"Cloud Services,Data & Analytics,Enterprise Software,Healthcare,Productivity Tools,Small Businesses",NULL
19278,1383503244,"Advertising,Commerce,Fashion,Music,Payments,Small Businesses,Transportation",NULL
19279,1383503419,"Consumer Electronics,Green,Hardware,Small Businesses,Social Impact",NULL
19280,1383506239,"Advertising,Cloud Services,Enterprise Software,Games,Green,Photos,Small Businesses,Sports,Video",NULL
19281,1383511557,"Cloud Services,Commerce,Data & Analytics,Enterprise Software,Financial Services,Media,Mobile,Photos,Productivity Tools,Robotics,Smart Home,Social Impact,Transportation,Travel","Content,News"
19282,1383512148,"Advertising,Cloud Services,Data & Analytics,Financial Services,Healthcare,Recruiting,Social Impact,Video",NULL
19283,1383514497,"Data & Analytics,Enterprise Software,Financial Services",""
19284,1383517292,"Music,Transportation,Travel",NULL
19285,1383519081,"Advertising,Data & Analytics,Education,Enterprise Software,Fashion,Financial Services,Games,Mobile,Productivity Tools,Small Businesses,Wearable Tech","Higher Education"
19287,1383525534,"Commerce,Financial Services,Mobile,Payments",NULL
19288,1383526092,"Social Impact,Travel",NULL
19289,1383527688,"Cloud Services,Data & Analytics,Healthcare,Small Businesses,Social Impact","Quantified-self,Records,Wellness"
19290,1383532653,"Hardware,Mobile,Smart Home,Social Impact",NULL
19291,1383541733,"Cloud Services,Commerce,Data & Analytics",NULL
19292,1383542163,"Data & Analytics,Enterprise Software,Healthcare,Travel","Quantified-self,Records,Wellness,Medical Devices"
19293,1383542656,"Cloud Services,Enterprise Software,Financial Services,Productivity Tools,Small Businesses",NULL
19294,1383543586,"Commerce,Education,Financial Services,Games,Local,Media,Mobile,Music,Payments,Recruiting,Robotics,Video","Edutainment,Lifelong Learning (outside of school),Movies/Film"
19295,1383545466,"Advertising,Cloud Services,Data & Analytics,Education,Enterprise Software,Healthcare,Mobile,Social Impact","Quantified-self,Records,Wellness"
19296,1383556281,"Advertising,Dating,Education,Fashion,Local,Media,Video","Edutainment,Content"
19297,1383556916,"Cloud Services,Commerce,Enterprise Software",NULL
19298,1383557828,"Data & Analytics,Green,Healthcare,Mobile,Social Impact,Wearable Tech","Medical Devices"
19299,1383573005,"",""
19300,1383573360,"Data & Analytics,Education,Mobile,Productivity Tools",""
19301,1383575907,"Advertising,Cloud Services,Commerce,Data & Analytics,Enterprise Software,Healthcare,Mobile,Smart Home,Wearable Tech",NULL
19302,1383575966,"Enterprise Software,Financial Services,Green,Music,Productivity Tools,Small Businesses,Smart Home,Transportation",NULL
19303,1383576323,"Advertising,Data & Analytics,Events,Media,Mobile","Content"
19304,1383577384,"3D Printing,Hardware",NULL
19305,1383578369,"Data & Analytics,Enterprise Software,Games,Green,Social Impact,Video",NULL
19306,1383580071,"Data & Analytics,Green,Robotics,Transportation,Travel",NULL
19307,1383583283,"3D Printing,Consumer Electronics,Enterprise Software,Hardware,Mobile,Music,Photos,Wearable Tech",NULL
19308,1383585116,"Events,Social Impact,Video",NULL
19309,1383585582,"Advertising,Financial Services,Green,Smart Home,Sports,Travel",NULL
19311,1383588145,"Cloud Services,Commerce,Consumer Electronics,Events,Financial Services,Green,Local,Mobile,Payments,Productivity Tools,Small Businesses,Travel",NULL
19312,1383589753,"3D Printing,Cloud Services,Commerce,Consumer Electronics,Enterprise Software,Events,Financial Services,Mobile,Music,Payments,Social Impact,Sports,Transportation,Travel,Wearable Tech",NULL
19313,1383590211,"3D Printing,Financial Services,Mobile,Productivity Tools,Smart Home,Sports,Travel,Wearable Tech",NULL
19314,1383591044,"Advertising,Data & Analytics,Enterprise Software,Local,Mobile,Productivity Tools,Small Businesses",""
19315,1383591108,"Advertising,Data & Analytics,Enterprise Software,Games,Local,Mobile,Productivity Tools,Small Businesses",NULL
19316,1383597452,"Commerce,Data & Analytics,Financial Services,Payments,Productivity Tools",NULL
19317,1383597489,"Cloud Services,Data & Analytics,Financial Services",NULL
19318,1383598263,"Consumer Electronics,Green",NULL
19319,1383599509,"Games,Mobile",NULL
19320,1383603254,"Advertising,Small Businesses",NULL
19321,1383603922,"Mobile",""
19322,1383603924,"3D Printing,Data & Analytics,Financial Services,Green,Hardware,Healthcare,Mobile,Music,Payments,Robotics",NULL
19323,1383605074,"Productivity Tools",NULL
19324,1383606138,"Data & Analytics,Enterprise Software,Healthcare,Productivity Tools,Wearable Tech","Fitness,Nutrition,Quantified-self,Records"
19325,1383608374,"Advertising,Data & Analytics,Social Impact,Wearable Tech",NULL
19326,1383613015,"Advertising,Cloud Services,Commerce,Data & Analytics,Dating,Enterprise Software,Local,Mobile,Music,Payments,Photos,Social Impact,Travel,Video,Wearable Tech",""
19327,1383613551,"Healthcare,Mobile","Fitness,Nutrition,Wellness"
19328,1383613602,"Advertising,Commerce,Data & Analytics,Payments",NULL
19329,1383613698,"Advertising,Mobile,Travel",""
19330,1383614347,"Commerce,Hardware,Transportation",""
19332,1383615918,"3D Printing,Enterprise Software,Green,Local,Payments,Small Businesses,Social Impact,Transportation",NULL
19331,1383614510,"Data & Analytics,Productivity Tools",NULL
19333,1383617063,"Advertising,Fashion,Green,Local,Media,Mobile,Music,Small Businesses,Social Impact,Travel","Content"
19335,1383617388,"Cloud Services,Data & Analytics,Education,Enterprise Software,Events,Media,Mobile,Productivity Tools,Wearable Tech",""
19336,1383617699,"Advertising,Commerce,Fashion,Media","Content"
19337,1383619219,"Media,Small Businesses,Video",NULL
19338,1383619879,"Cloud Services,Data & Analytics,Events,Local,Mobile,Payments,Productivity Tools,Small Businesses,Social Impact,Wearable Tech",""
19339,1383623773,"Advertising,Cloud Services,Commerce,Consumer Electronics,Data & Analytics,Dating,Enterprise Software,Events,Fashion,Games,Healthcare,Media,Music,Smart Home,Social Impact",NULL
19340,1383631275,"Data & Analytics",NULL
19341,1383635537,"Cloud Services,Commerce,Productivity Tools,Small Businesses",NULL
19342,1383644402,"Commerce,Consumer Electronics,Data & Analytics,Local,Payments,Sports",NULL
19343,1383649457,"Games,Small Businesses,Social Impact",NULL
19344,1383650910,"Commerce,Consumer Electronics,Education,Enterprise Software,Hardware,Mobile,Smart Home","Teacher training,Higher Education"
19345,1383651908,"Cloud Services,Enterprise Software,Mobile,Productivity Tools,Small Businesses",NULL
19346,1383657994,"Advertising,Cloud Services,Enterprise Software,Mobile,Productivity Tools,Small Businesses",NULL
19347,1383658218,"3D Printing,Consumer Electronics,Data & Analytics,Dating,Education,Games,Hardware,Healthcare,Media,Music,Robotics,Social Impact,Wearable Tech","Edutainment,Lifelong Learning (outside of school),Higher Education,Fitness,Nutrition,Quantified-self,Wellness,Medical Devices,Movies/Film,TV"
